index,output
1,4.832065978770094
2,4.834083678527768
3,4.836101378285441
4,4.838119078043115
5,4.8401367778007875
6,4.842154477558461
7,4.844172177316135
8,4.846189877073808
9,4.848207576831482
10,4.850225276589155
11,4.852242976346829
12,4.854260676104502
13,4.856278375862176
14,4.858296075619849
15,4.860313775377522
16,4.862331475135195
17,4.864349174892869
18,4.866366874650542
19,4.868384574408216
20,4.8704022741658894
21,4.872419973923563
22,4.8744376736812365
23,4.87645537343891
24,4.8784730731965835
25,4.880490772954256
26,4.88250847271193
27,4.884526172469603
28,4.886543872227277
29,4.88856157198495
30,4.890579271742624
31,4.892596971500297
32,4.894614671257971
33,4.896632371015644
34,4.898650070773318
35,4.9006677705309905
36,4.902685470288664
37,4.9047031700463375
38,4.906720869804011
39,4.9087385695616845
40,4.910756269319358
41,4.912773969077032
42,4.914791668834705
43,4.916809368592379
44,4.918827068350052
45,4.920844768107725
46,4.922862467865398
47,4.924880167623072
48,4.926897867380745
49,4.928915567138419
50,4.930933266896092
51,4.932950966653766
52,4.934968666411439
53,4.936986366169113
54,4.939004065926786
55,4.941021765684459
56,4.943039465442133
57,4.945057165199806
58,4.94707486495748
59,4.949092564715153
60,4.951110264472827
61,4.9531279642305
62,4.955145663988174
63,4.957163363745847
64,4.95918106350352
65,4.961198763261193
66,4.963216463018867
67,4.96523416277654
68,4.967251862534214
69,4.969269562291887
70,4.971287262049561
71,4.9733049618072345
72,4.975322661564908
73,4.9773403613225815
74,4.979358061080254
75,4.981375760837928
76,4.983393460595601
77,4.985411160353275
78,4.987428860110948
79,4.989446559868622
80,4.991464259626295
81,4.993481959383969
82,4.995499659141642
83,4.997517358899316
84,4.999535058656988
85,5.001552758414662
86,5.0035704581723355
87,5.005588157930009
88,5.0076058576876825
89,5.009623557445356
90,5.0116412572030296
91,5.013658956960703
92,5.015676656718377
93,5.01769435647605
94,5.019712056233723
95,5.021729755991396
96,5.02374745574907
97,5.025765155506743
98,5.027782855264417
99,5.02980055502209
100,5.031818254779764
101,5.033835954537437
102,5.035853654295111
103,5.037871354052784
104,5.039889053810457
105,5.041906753568131
106,5.043924453325804
107,5.045942153083478
108,5.047959852841151
109,5.049977552598825
110,5.051995252356498
111,5.054012952114172
112,5.056030651871845
113,5.058048351629519
114,5.060066051387191
115,5.062083751144865
116,5.064101450902538
117,5.066119150660212
118,5.068136850417885
119,5.070154550175559
120,5.0721722499332325
121,5.074189949690906
122,5.0762076494485795
123,5.078225349206253
124,5.080243048963926
125,5.082260748721599
126,5.084278448479273
127,5.086296148236946
128,5.08831384799462
129,5.090331547752293
130,5.092349247509967
131,5.09436694726764
132,5.096384647025314
133,5.098402346782986
134,5.10042004654066
135,5.1024377462983335
136,5.104455446056007
137,5.1064731458136805
138,5.108490845571354
139,5.1105085453290275
140,5.112526245086701
141,5.114543944844375
142,5.116561644602048
143,5.118579344359721
144,5.120597044117394
145,5.122614743875068
146,5.124632443632741
147,5.126650143390415
148,5.128667843148088
149,5.130685542905762
150,5.132703242663435
151,5.134720942421109
152,5.136738642178782
153,5.138756341936455
154,5.1407740416941285
155,5.142791741451802
156,5.144809441209476
157,5.146827140967149
158,5.148844840724823
159,5.150862540482496
160,5.15288024024017
161,5.154897939997843
162,5.156915639755517
163,5.15893333951319
164,5.160951039270863
165,5.162968739028536
166,5.16498643878621
167,5.167004138543883
168,5.169021838301557
169,5.1710395380592304
170,5.173057237816904
171,5.1750749375745775
172,5.177092637332251
173,5.179110337089924
174,5.181128036847597
175,5.183145736605271
176,5.185163436362944
177,5.187181136120618
178,5.189198835878291
179,5.191216535635965
180,5.193234235393638
181,5.195251935151312
182,5.197269634908984
183,5.199287334666658
184,5.2013050344243315
185,5.203322734182005
186,5.2053404339396785
187,5.207358133697352
188,5.2093758334550255
189,5.211393533212699
190,5.213411232970373
191,5.215428932728046
192,5.21744663248572
193,5.219464332243392
194,5.221482032001066
195,5.223499731758739
196,5.225517431516413
197,5.227535131274086
198,5.22955283103176
199,5.231570530789433
200,5.233588230547107
201,5.23560593030478
202,5.237623630062453
203,5.2396413298201265
204,5.2416590295778
205,5.243676729335474
206,5.245694429093147
207,5.247712128850821
208,5.249729828608494
209,5.251747528366168
210,5.253765228123841
211,5.255782927881515
212,5.257800627639187
213,5.259818327396861
214,5.261836027154534
215,5.263853726912208
216,5.265871426669881
217,5.267889126427555
218,5.269906826185228
219,5.271924525942902
220,5.2739422257005755
221,5.275959925458249
222,5.277977625215922
223,5.279995324973595
224,5.282013024731269
225,5.284030724488942
226,5.286048424246616
227,5.288066124004289
228,5.290083823761963
229,5.292101523519636
230,5.29411922327731
231,5.296136923034983
232,5.298154622792657
233,5.300172322550329
234,5.302190022308003
235,5.3042077220656765
236,5.30622542182335
237,5.3082431215810235
238,5.310260821338697
239,5.3122785210963706
240,5.314296220854044
241,5.316313920611718
242,5.31833162036939
243,5.320349320127064
244,5.322367019884737
245,5.324384719642411
246,5.326402419400084
247,5.328420119157758
248,5.330437818915431
249,5.332455518673105
250,5.334473218430778
251,5.336490918188451
252,5.3385086179461245
253,5.340526317703798
254,5.342544017461472
255,5.344561717219145
256,5.346579416976819
257,5.348597116734492
258,5.350614816492166
259,5.352632516249839
260,5.354650216007513
261,5.356667915765186
262,5.358685615522859
263,5.360703315280532
264,5.362721015038206
265,5.364738714795879
266,5.366756414553553
267,5.368774114311226
268,5.3707918140689
269,5.3728095138265735
270,5.374827213584247
271,5.37684491334192
272,5.378862613099593
273,5.380880312857267
274,5.38289801261494
275,5.384915712372614
276,5.386933412130287
277,5.388951111887961
278,5.390968811645634
279,5.392986511403308
280,5.395004211160981
281,5.397021910918655
282,5.399039610676327
283,5.401057310434001
284,5.4030750101916745
285,5.405092709949348
286,5.4071104097070215
287,5.409128109464695
288,5.4111458092223685
289,5.413163508980042
290,5.415181208737716
291,5.417198908495388
292,5.419216608253062
293,5.421234308010735
294,5.423252007768409
295,5.425269707526082
296,5.427287407283756
297,5.429305107041429
298,5.431322806799103
