467,181703.69490358658
468,420740.1503068634
469,18460.150533678767
470,182007.09090513663
471,421043.5463084134
472,18763.546535228757
473,182310.48690668662
474,421346.9423099634
475,19066.942536778777
476,182613.88290823664
477,421650.3383115134
478,19370.338538328797
479,182917.27890978666
480,421953.7343130635
481,19673.734539878846
482,183220.6749113367
483,422257.1303146135
484,19977.130541428865
485,183524.07091288673
486,422560.52631616354
487,20280.526542978885
488,183827.46691443675
489,422863.92231771356
490,20583.922544528905
491,184130.86291598677
492,423167.3183192636
493,175477.68203949608
494,20887.318546078925
495,184434.2589175368
496,423470.7143208136
497,175781.0780410461
498,21190.714547628944
499,184737.6549190868
500,423774.1103223636
501,176084.47404259612
502,21494.110549178964
503,185041.05092063683
504,424077.50632391364
505,176387.87004414614
506,21797.506550728984
507,185344.44692218685
508,424380.90232546366
509,176691.26604569616
510,22100.902552279003
511,185647.84292373687
512,424684.2983270137
513,176994.66204724618
514,22404.298553829023
515,185951.2389252869
516,424987.6943285637
517,177298.0580487962
518,22707.694555379043
519,186254.6349268369
520,425291.0903301137
521,177601.45405034622
522,23011.090556929063
523,186558.03092838693
524,425594.48633166373
525,177904.85005189624
526,23314.486558479082
527,186861.42692993695
528,425897.88233321375
529,178208.24605344626
530,23617.882560029102
531,187164.82293148697
532,426201.2783347638
533,178511.64205499628
534,23921.27856157912
535,187468.218933037
536,426504.6743363138
537,178815.0380565463
538,24224.67456312914
539,187771.614934587
540,426808.0703378638
541,179118.43405809632
542,24528.07056467916
543,188075.01093613703
544,427111.46633941383
545,179421.83005964634
546,24831.46656622918
547,188378.40693768705
548,427414.86234096385
549,179725.22606119636
550,25134.8625677792
551,188681.80293923707
552,427718.2583425139
553,180028.62206274638
554,25438.25856932922
555,188985.1989407871
556,428021.6543440639
557,180332.0180642964
558,25741.65457087924
559,189288.5949423371
560,428325.0503456139
561,180635.41406584642
562,26045.05057242926
563,189591.99094388713
564,428628.44634716393
565,180938.81006739644
566,26348.44657397928
567,189895.38694543715
568,428931.84234871395
569,181242.20606894646
570,26651.8425755293
571,190198.78294698716
572,429235.238350264
573,181545.60207049648
574,26955.23857707932
575,190502.17894853718
576,429538.63435181405
577,181848.99807204652
578,27258.634578629368
579,190805.57495008723
580,429842.03035336407
581,182152.39407359654
582,27562.030580179387
583,191108.97095163725
